Seed,Temperature, Humidity, Wind,0,10,20,30,40,50,60,70,80,90,100,Total,Time
7464,10,70,10, 4.86,4.59,8.37,15.84,23.49,33.48,43.74,56.34,71.91,88.29,107.64,108.23,1.00369
7464,10,70,23, 4.86,10.17,24.84,47.61,78.21,107.1,129.24,156.96,209.61,273.87,333.45,334.42,1.80247
7464,10,70,35, 4.86,14.67,31.95,63.09,93.51,128.34,175.77,248.4,336.69,418.14,519.12,520.05,2.40341
7464,10,70,48, 4.86,17.64,38.61,72.54,110.25,160.2,250.47,339.39,452.7,606.69,762.75,766.43,3.02226
7464,10,70,60, 4.86,19.89,44.19,80.01,127.89,209.88,309.24,439.74,614.88,733.77,823.05,826.25,3.70527
7464,10,90,10, 4.86,4.14,6.12,9.72,15.03,20.52,26.73,34.02,41.04,48.78,59.4,59.72,0.96403
7464,10,90,23, 4.86,7.02,17.28,29.16,46.8,66.96,90.36,110.25,125.55,142.38,170.1,171.43,1.10594
7464,10,90,35, 4.86,10.62,22.23,36.9,61.38,83.43,105.03,133.92,167.31,213.57,269.73,271.10,1.56011
7464,10,90,48, 4.86,13.32,25.74,46.08,71.46,93.51,129.33,169.56,230.58,299.07,366.39,367.92,1.95997
7464,10,90,60, 4.86,15.03,29.7,51.03,77.76,111.42,152.73,219.87,285.57,368.01,470.88,473.09,2.3814
7464,18,10,10, 4.86,37.71,119.97,208.8,304.92,428.22,602.73,817.83,1113.39,1420.2,1765.26,1769.85,3.59276
7464,18,10,23, 4.86,110.61,316.17,648.09,1160.1,1531.26,1815.84,2068.11,2317.95,2585.34,2960.82,2988.14,8.28928
7464,18,10,35, 4.86,136.35,493.92,1009.98,1339.38,1572.93,1778.31,2001.96,2227.77,2544.21,2921.76,2951.98,12.3288
7464,18,10,48, 4.86,170.19,696.51,1063.44,1310.31,1502.73,1683.9,1863.72,2054.79,2285.01,2640.78,2665.58,14.7875
7464,18,10,60, 4.86,214.74,776.79,1042.38,1259.01,1440.18,1596.42,1765.26,1925.46,2093.58,2384.73,2404.42,17.0011
7464,18,30,10, 4.86,11.7,33.57,64.53,109.98,157.23,202.41,241.02,295.56,359.55,422.91,424.19,1.63435
7464,18,30,23, 4.86,33.57,103.23,170.37,313.2,477.45,656.19,897.57,1220.58,1437.21,1592.82,1601.86,4.69956
7464,18,30,35, 4.86,45.36,125.37,272.43,485.73,780.57,1045.53,1234.89,1382.04,1509.48,1630.08,1641.85,6.6716
7464,18,30,48, 4.86,54.36,154.71,373.05,722.34,947.7,1112.13,1235.16,1356.57,1468.08,1568.25,1580.13,8.46099
7464,18,30,60, 4.86,59.49,197.82,484.02,790.2,956.7,1098.45,1208.07,1307.97,1409.49,1503.63,1515.23,10.5216
7464,18,50,10, 4.86,5.67,15.3,28.35,44.82,64.71,90,125.55,154.17,182.88,208.62,209.35,1.00239
7464,18,50,23, 4.86,17.37,46.98,93.06,129.24,180.09,276.39,363.15,467.37,576.18,708.39,709.66,2.84071
7464,18,50,35, 4.86,22.23,62.64,107.73,175.05,292.41,420.12,578.88,788.85,958.32,1136.7,1142.01,4.16591
7464,18,50,48, 4.86,25.92,72.45,131.58,250.47,402.48,619.11,826.83,964.62,1077.3,1175.85,1182.61,5.4134
7464,18,50,60, 4.86,29.79,79.83,159.39,311.76,532.17,742.59,872.91,976.95,1076.85,1159.29,1165.29,6.83
7464,18,70,10, 4.86,4.59,8.73,15.93,24.03,35.19,46.08,59.76,75.69,94.14,117.63,118.41,1.04397
7464,18,70,23, 4.86,10.44,25.92,49.41,81.99,111.33,133.47,168.03,235.8,297.99,360,360.95,1.8063
7464,18,70,35, 4.86,15.3,32.94,66.24,96.21,133.65,190.08,271.26,363.15,457.29,568.62,569.82,2.71423
7464,18,70,48, 4.86,18,39.51,75.51,114.48,170.19,271.89,370.98,510.39,691.74,824.04,826.36,3.66501
7464,18,70,60, 4.86,20.34,45.45,82.44,134.28,226.44,345.06,494.46,666.54,781.56,875.25,879.92,4.53873
7464,18,90,10, 4.86,4.23,6.21,10.17,15.57,21.51,28.53,36.18,43.29,52.56,64.44,64.54,1.02145
7464,18,90,23, 4.86,7.02,17.55,29.52,48.33,70.56,95.13,115.11,131.22,150.84,188.46,188.57,1.27264
7464,18,90,35, 4.86,10.71,22.41,38.34,64.71,87.03,110.16,140.85,181.08,240.57,303.93,304.66,1.77343
7464,18,90,48, 4.86,13.59,26.37,47.07,73.26,99.36,134.55,180.18,261.18,324.9,417.69,418.73,2.39146
7464,18,90,60, 4.86,15.03,30.51,52.29,81,117.54,164.16,239.85,325.44,420.57,556.2,558.01,2.80933
7464,25,10,10, 4.86,40.68,133.65,223.2,338.04,479.07,688.41,977.49,1304.64,1667.97,2033.1,2039.44,4.10252
7464,25,10,23, 4.86,118.17,363.6,745.92,1313.1,1650.51,1935.99,2211.21,2478.06,2860.47,3339.45,3372.85,9.95506
7464,25,10,35, 4.86,149.4,559.35,1115.64,1421.64,1662.3,1885.5,2142.36,2423.34,2858.94,3173.13,9106.98,14.7774
7464,25,10,48, 4.86,191.34,796.5,1128.33,1383.57,1582.02,1781.46,1986.48,2211.21,2581.56,2907.72,2939.09,17.8993
7464,25,10,60, 4.86,242.82,826.74,1109.34,1327.77,1506.87,1689.57,1862.64,2054.88,2321.01,2652.75,2677.48,19.8517
7464,25,30,10, 4.86,12.33,34.65,68.22,118.89,166.86,213.12,259.2,323.37,391.59,464.4,465.53,1.71102
7464,25,30,23, 4.86,35.64,109.8,185.31,342,520.65,719.01,1020.06,1342.26,1530.18,1689.93,1700.31,5.3577
7464,25,30,35, 4.86,48.51,131.94,305.64,536.13,870.66,1136.88,1308.42,1453.86,1585.8,1709.1,1721.63,7.52423
7464,25,30,48, 4.86,56.97,166.23,418.59,784.35,1005.84,1168.47,1297.17,1420.47,1530.81,1642.68,1654.56,9.87069
7464,25,30,60, 4.86,62.73,219.33,550.35,837.36,1008,1151.64,1266.03,1367.1,1474.65,1573.38,1586.04,12.0379
7464,25,50,10, 4.86,5.85,15.93,29.97,46.53,68.67,95.58,132.39,161.01,193.59,220.32,220.72,1.06674
7464,25,50,23, 4.86,18.18,49.05,96.93,133.29,194.04,295.2,389.52,500.67,618.93,768.87,770.38,3.36938
7464,25,50,35, 4.86,23.22,65.97,112.32,188.19,317.43,455.49,633.51,859.95,1033.47,1191.96,1198.85,4.85445
7464,25,50,48, 4.86,26.37,74.97,138.24,269.73,435.24,688.86,870.57,1015.38,1137.15,1223.64,1230.82,6.17451
7464,25,50,60, 4.86,30.51,82.08,169.65,342.36,593.37,780.66,917.91,1027.35,1125.27,1208.16,1215.67,8.02046
7464,25,70,10, 4.86,4.59,8.82,16.47,25.56,36.54,47.97,63,80.01,100.89,126.09,127.04,0.994246
7464,25,70,23, 4.86,10.44,26.37,51.12,84.87,114.93,138.15,179.19,255.69,318.24,382.32,383.09,2.00314
7464,25,70,35, 4.86,15.48,33.66,69.21,99.63,139.5,204.75,289.89,384.12,493.29,620.1,620.91,3.24285
7464,25,70,48, 4.86,18.63,41.13,77.31,117.9,179.46,289.26,404.55,562.05,742.5,867.15,869.83,3.94607
7464,25,70,60, 4.86,20.61,46.44,84.96,139.86,242.1,367.11,550.53,706.95,823.14,923.67,926.61,5.40337
7464,25,90,10, 4.86,4.23,6.21,10.44,16.02,22.23,29.88,38.43,45.9,55.53,67.41,67.77,1.01466
7464,25,90,23, 4.86,7.29,18.18,30.6,49.68,75.24,99.36,118.35,134.91,158.76,203.22,204.28,1.46035
7464,25,90,35, 4.86,10.98,23.22,40.14,67.14,89.82,113.58,146.79,195.3,258.48,330.12,331.14,2.02267
7464,25,90,48, 4.86,13.77,26.91,48.24,75.33,102.42,140.04,194.58,279.09,351.99,449.91,451.03,2.7891
7464,25,90,60, 4.86,15.48,30.96,53.28,82.71,121.86,176.85,255.6,353.88,470.07,614.97,617.09,3.35205
7464,33,10,10, 4.86,44.64,148.41,245.61,381.87,564.21,823.32,1193.85,1565.37,1970.82,2342.79,2353.71,4.64457
7464,33,10,23, 4.86,126.09,424.17,884.16,1452.24,1797.3,2094.3,2390.58,2778.39,3274.02,3760.11,9699.75,12.1422
7464,33,10,35, 4.86,166.23,667.44,1215.81,1518.84,1769.49,2043,2329.65,2779.2,3156.84,3472.83,9413.27,18.0327
7464,33,10,48, 4.86,229.23,871.92,1210.23,1466.1,1686.96,1906.47,2147.13,2532.15,2899.08,3193.56,9129.58,21.9092
7464,33,10,60, 4.86,279.9,888.75,1178.73,1409.31,1601.19,1805.85,2018.25,2336.04,2673.09,2979.45,3011.23,25.5707
7464,33,30,10, 4.86,13.32,38.16,73.98,129.69,183.24,229.59,286.02,360.54,432.45,522.54,524.49,2.02442
7464,33,30,23, 4.86,37.98,115.47,208.44,374.76,567.99,828.72,1192.5,1460.25,1640.7,1820.79,1832.01,6.62368
7464,33,30,35, 4.86,51.57,141.48,342.09,605.43,948.6,1215.54,1392.48,1542.96,1684.53,1821.42,1835.16,8.87867
7464,33,30,48, 4.86,61.74,180.54,465.21,850.14,1075.32,1235.88,1371.06,1502.64,1626.12,1763.28,1775.83,11.7266
7464,33,30,60, 4.86,67.5,241.47,627.93,893.88,1076.58,1216.98,1337.94,1457.82,1576.62,1709.1,1721.94,14.3878
7464,33,50,10, 4.86,6.12,16.38,31.5,48.6,73.62,105.12,141.57,173.7,207.36,237.6,237.14,1.06241
7464,33,50,23, 4.86,18.81,51.75,102.51,138.96,217.08,320.76,429.93,546.03,688.86,875.07,876.56,3.88175
7464,33,50,35, 4.86,23.85,69.66,116.73,207.72,348.48,502.65,717.12,931.68,1148.67,1271.25,1278.34,5.71254
7464,33,50,48, 4.86,27.99,77.67,146.34,292.77,481.5,753.66,927.27,1084.14,1200.42,1294.92,1304.01,7.48879
7464,33,50,60, 4.86,32.22,86.04,189.63,374.49,646.83,833.67,973.26,1089.18,1188.36,1277.28,1285.74,9.32768
7464,33,70,10, 4.86,4.59,9.27,17.28,26.91,38.79,50.58,66.96,84.78,110.61,135.81,136.68,1.01622
7464,33,70,23, 4.86,11.25,27.54,53.19,89.37,118.71,143.64,193.5,279.9,340.2,411.39,411.72,2.36909
7464,33,70,35, 4.86,15.84,34.38,71.73,103.23,146.43,221.67,318.24,413.1,535.05,683.19,685.44,3.63418
7464,33,70,48, 4.86,18.9,42.21,80.28,124.02,193.59,308.97,435.06,623.25,793.62,913.23,915.19,4.58269
7464,33,70,60, 4.86,21.06,47.7,88.56,149.22,259.02,403.38,604.89,752.22,873.36,970.11,974.57,5.94904
7464,33,90,10, 4.86,4.32,6.12,10.71,16.47,22.86,31.23,40.23,48.33,59.13,71.73,71.85,1.03928
7464,33,90,23, 4.86,7.47,18.81,31.5,51.21,78.39,102.42,122.67,140.76,170.91,227.79,228.16,1.73271
7464,33,90,35, 4.86,11.34,23.85,41.58,69.3,93.06,117.63,154.53,213.93,279.81,359.55,359.37,2.23497
7464,33,90,48, 4.86,13.95,27.81,50.49,78.3,107.19,147.87,210.69,298.8,386.64,501.3,502.30,3.21982
7464,33,90,60, 4.86,15.57,31.95,55.26,85.59,126.81,191.7,275.58,386.91,531.09,662.85,665.97,3.90448
7464,40,10,10, 4.86,49.23,162.45,273.87,429.03,657.72,1008.18,1397.34,1835.28,2274.12,2636.28,2649.25,5.09913
7464,40,10,23, 4.86,135.54,484.11,1061.01,1573.74,1925.55,2254.95,2609.91,3118.95,3651.66,4096.53,10042.75,14.6066
7464,40,10,35, 4.86,184.5,779.76,1303.65,1615.14,1882.98,2196.99,2619.54,3072.51,3430.17,3769.02,9714.39,21.5527
7464,40,10,48, 4.86,267.93,938.7,1286.64,1545.48,1791.09,2052.81,2409.75,2839.77,3171.42,3436.2,9375.60,27.2223
7464,40,10,60, 4.86,329.94,945.18,1244.7,1483.11,1704.51,1929.6,2254.59,2638.62,2974.05,3230.55,9167.31,31.4429
7464,40,30,10, 4.86,13.95,40.86,80.73,140.31,197.1,246.69,311.76,395.28,476.1,607.77,609.21,2.09743
7464,40,30,23, 4.86,41.31,121.14,237.69,416.16,626.13,935.19,1329.75,1567.17,1757.52,1947.24,1959.95,7.43248
7464,40,30,35, 4.86,54.72,151.38,369.45,691.38,1041.84,1290.69,1469.79,1635.3,1791.09,1960.56,1973.74,10.3261
7464,40,30,48, 4.86,66.15,201.15,533.79,905.31,1147.05,1303.2,1451.43,1593.54,1749.6,1912.86,1927.63,13.469
7464,40,30,60, 4.86,72,261.36,682.83,947.52,1136.25,1281.96,1412.1,1554.57,1700.82,1864.8,1879.19,17.0135
7464,40,50,10, 4.86,6.3,17.46,33.03,52.29,77.49,113.58,150.39,187.83,221.4,255.33,254.19,1.28759
7464,40,50,23, 4.86,19.17,53.91,106.11,144.72,243.81,346.68,463.95,591.21,756.36,983.97,986.30,4.33871
7464,40,50,35, 4.86,24.48,72.72,124.2,226.35,374.4,544.68,794.7,1002.78,1218.24,1347.75,1355.40,6.61689
7464,40,50,48, 4.86,29.07,81.09,155.88,313.29,539.19,809.37,993.15,1154.43,1264.77,1368.36,1377.86,8.69815
7464,40,50,60, 4.86,33.03,90.27,207.18,415.89,693.09,884.61,1027.08,1148.85,1250.37,1348.11,1357.18,10.8482
7464,40,70,10, 4.86,4.59,9.45,17.82,27.99,40.95,53.19,70.74,89.37,118.17,142.83,143.91,1.01002
7464,40,70,23, 4.86,11.79,28.35,54.99,92.7,122.31,149.31,211.32,299.25,362.16,443.25,444.83,2.34044
7464,40,70,35, 4.86,16.2,36.18,73.98,106.83,153.9,237.6,344.7,440.37,574.11,754.92,755.87,4.19618
7464,40,70,48, 4.86,19.17,43.92,83.25,129.06,209.34,326.07,476.91,684.09,840.69,965.7,969.95,5.41757
7464,40,70,60, 4.86,21.42,49.05,92.97,158.49,274.32,438.75,645.12,795.24,920.52,1019.34,1024.22,6.96258
7464,40,90,10, 4.86,4.32,6.3,10.98,17.1,24.39,32.67,41.94,50.58,62.19,75.06,75.76,1.07594
7464,40,90,23, 4.86,7.47,19.08,32.22,53.37,81.63,105.66,126.18,145.44,182.07,253.35,254.03,1.86445
7464,40,90,35, 4.86,11.7,24.48,42.93,72.09,96.12,122.76,163.71,229.68,299.97,380.88,382.29,2.53544
7464,40,90,48, 4.86,14.04,28.8,52.29,80.64,112.5,155.52,227.88,316.62,414.63,545.13,546.09,3.69159
7464,40,90,60, 4.86,16.11,32.85,57.15,89.01,130.59,206.19,295.02,421.2,581.76,704.97,706.01,4.59543
7465,10,10,10, 5.04,23.76,54.18,121.23,211.77,349.92,492.48,658.35,826.83,1052.91,1279.8,1284.09,2.93126
7465,10,10,23, 5.04,62.01,256.5,541.98,881.37,1125.9,1299.78,1439.64,1588.5,1738.53,1879.83,1898.10,5.40654
7465,10,10,35, 5.04,106.29,422.01,770.31,1001.7,1147.5,1274.58,1393.02,1520.28,1634.4,1749.06,1766.20,8.09101
7465,10,10,48, 5.04,161.73,595.44,787.5,972.72,1106.46,1216.71,1326.42,1430.64,1528.83,1624.86,1641.58,10.5378
7465,10,10,60, 5.04,197.1,606.87,773.1,926.46,1062.36,1161.9,1259.91,1359.36,1456.2,1540.89,1556.73,12.7306
7465,10,30,10, 5.04,10.89,22.41,36.18,50.4,79.92,117.09,161.91,210.78,281.7,352.35,352.96,1.36359
7465,10,30,23, 5.04,19.8,57.42,128.79,260.1,391.59,582.84,776.79,936.27,1091.88,1199.16,1208.72,3.45285
7465,10,30,35, 5.04,27.36,100.89,250.56,467.73,666,798.75,949.77,1050.21,1134.81,1209.6,1222.16,5.23423
7465,10,30,48, 5.04,39.15,155.34,387.36,613.35,721.26,840.51,935.37,1024.29,1100.34,1165.32,1176.94,7.12476
7465,10,30,60, 5.04,48.6,206.19,490.68,626.4,723.6,836.37,915.21,985.59,1052.91,1119.51,1130.57,8.55116
7465,10,50,10, 5.04,6.75,13.32,20.61,28.17,36.45,44.64,55.35,75.51,95.04,121.05,121.23,1.09374
7465,10,50,23, 5.04,13.5,25.74,49.14,85.59,142.02,232.47,305.37,402.48,528.03,667.53,670.09,2.33991
7465,10,50,35, 5.04,16.02,38.25,85.5,170.46,281.16,429.3,588.15,680.85,768.24,870.3,874.96,3.46386
7465,10,50,48, 5.04,19.62,55.62,136.53,258.21,446.58,593.28,667.44,747.72,833.58,899.37,905.89,4.90558
7465,10,50,60, 5.04,22.41,75.42,177.84,349.38,525.6,614.34,683.64,759.33,835.92,890.46,897.87,6.7888
7465,10,70,10, 5.04,5.22,9.18,13.59,18.81,23.22,28.53,34.02,39.87,45.63,52.2,52.34,1.06574
7465,10,70,23, 5.04,9.18,17.46,26.28,40.05,62.73,92.25,128.97,184.41,249.12,299.16,300.30,1.4796
7465,10,70,35, 5.04,11.43,21.87,40.95,71.55,118.8,183.42,259.02,349.11,466.2,577.89,580.42,2.41426
7465,10,70,48, 5.04,13.41,29.25,59.94,115.74,180.63,277.02,414.18,542.88,612.63,664.65,667.68,2.94052
7465,10,70,60, 5.04,14.58,36.54,82.35,144.9,243.27,389.07,506.97,579.87,632.34,680.76,684.84,4.18043
7465,10,90,10, 5.04,4.41,6.75,9.9,13.5,17.01,19.71,22.68,25.83,28.44,32.49,32.18,0.959224
7465,10,90,23, 5.04,7.29,13.32,18.63,25.47,33.75,49.32,65.97,86.22,108.72,139.41,140.45,1.06774
7465,10,90,35, 5.04,9.45,16.29,24.75,39.42,59.22,86.49,122.13,170.82,217.98,272.07,273.53,1.28515
7465,10,90,48, 5.04,11.16,19.89,34.56,57.51,92.97,138.42,184.77,255.51,332.37,426.87,428.84,1.93633
7465,10,90,60, 5.04,12.42,22.95,42.75,76.68,122.76,176.04,242.28,340.56,447.66,518.85,521.06,2.2634
7465,18,10,10, 5.04,24.84,63,141.21,257.31,400.41,574.11,759.87,993.06,1242,1472.67,1479.68,3.49143
7465,18,10,23, 5.04,69.66,287.55,640.62,987.39,1215.99,1382.04,1539.36,1704.42,1857.69,2022.57,2041.73,6.15661
7465,18,10,35, 5.04,124.47,499.59,845.1,1063.62,1216.26,1349.19,1485.63,1614.24,1741.41,1867.41,1887.00,8.79651
7465,18,10,48, 5.04,184.95,631.89,844.74,1035.18,1162.89,1285.65,1405.17,1518.75,1625.85,1730.79,1747.69,11.7509
7465,18,10,60, 5.04,230.49,637.11,827.37,986.94,1116.27,1224.99,1340.19,1447.65,1545.48,1640.97,1656.92,14.3516
7465,18,30,10, 5.04,11.79,24.21,37.71,53.82,88.02,129.06,179.01,236.43,318.6,387,387.63,1.52551
7465,18,30,23, 5.04,21.15,62.55,147.33,284.04,452.88,676.35,843.66,1043.01,1164.06,1278,1286.71,4.18244
7465,18,30,35, 5.04,29.43,112.68,287.01,537.93,707.22,868.32,1004.04,1103.04,1187.82,1266.75,1278.11,6.49991
7465,18,30,48, 5.04,41.67,170.19,450.81,644.22,768.42,892.71,981.72,1074.51,1153.44,1227.15,1238.04,8.24537
7465,18,30,60, 5.04,52.65,227.25,528.03,659.34,777.96,882.18,959.76,1033.47,1109.34,1181.25,1191.87,10.2864
7465,18,50,10, 5.04,6.84,13.59,21.87,29.43,38.25,47.52,60.21,80.91,106.11,134.55,135.04,1.31155
7465,18,50,23, 5.04,13.68,26.64,52.29,92.52,159.57,252.18,338.13,458.19,590.94,727.38,730.42,2.72283
7465,18,50,35, 5.04,16.2,41.04,91.71,185.31,310.5,479.43,626.85,716.76,821.07,927.72,934.45,3.89221
7465,18,50,48, 5.04,19.89,59.04,146.79,284.4,502.47,620.37,700.56,798.03,884.43,943.92,951.74,5.42472
7465,18,50,60, 5.04,23.22,82.35,197.73,403.92,554.13,643.05,718.29,811.8,879.21,935.91,943.86,7.22485
7465,18,70,10, 5.04,5.22,9.45,13.77,19.8,24.66,29.97,35.82,41.94,48.51,55.53,56.30,1.04263
7465,18,70,23, 5.04,9.36,17.64,27.09,42.3,66.78,99.72,144,205.2,267.03,330.03,331.41,1.58968
7465,18,70,35, 5.04,11.61,22.59,42.84,75.6,130.05,200.25,293.49,404.19,533.88,625.23,626.99,2.5308
7465,18,70,48, 5.04,13.5,30.24,62.91,122.85,202.77,320.22,482.58,582.03,645.66,705.69,709.02,3.52296
7465,18,70,60, 5.04,14.85,37.98,91.08,160.92,277.65,440.55,541.89,611.37,669.96,725.94,730.29,4.72167
7465,18,90,10, 5.04,4.41,6.75,10.08,13.59,17.82,21.15,24.48,28.62,32.04,36.63,36.60,0.941121
7465,18,90,23, 5.04,7.47,13.59,19.26,26.37,35.28,51.84,69.75,93.87,121.59,161.55,162.02,1.20948
7465,18,90,35, 5.04,9.54,16.65,25.65,40.95,60.75,93.24,137.43,188.64,250.47,318.69,319.93,1.42276
7465,18,90,48, 5.04,11.16,19.98,35.91,60.3,102.06,151.29,216.27,294.21,403.56,513.45,515.43,2.29874
7465,18,90,60, 5.04,12.42,23.49,43.74,85.41,132.57,204.48,290.88,414.72,500.22,561.6,563.93,2.80113
7465,25,10,10, 5.04,26.64,72.36,158.67,301.23,459.99,662.58,885.78,1156.5,1422.45,1630.44,1639.14,3.84892
7465,25,10,23, 5.04,78.12,325.98,738.27,1081.8,1299.69,1465.65,1642.77,1809.72,1986.03,2185.83,2206.71,7.39811
7465,25,10,35, 5.04,145.98,582.21,909.27,1119.96,1276.29,1423.8,1573.38,1710.63,1847.34,2041.83,2061.28,10.8567
7465,25,10,48, 5.04,209.07,665.1,898.11,1085.04,1221.93,1356.21,1484.55,1603.89,1719.27,1866.78,1885.16,13.5782
7465,25,10,60, 5.04,262.89,669.24,876.51,1037.25,1168.83,1292.13,1413.45,1530.36,1634.67,1752.75,1770.78,16.6563
7465,25,30,10, 5.04,11.79,24.93,39.69,58.14,94.32,143.1,197.19,270.81,351.18,422.64,423.79,1.6139
7465,25,30,23, 5.04,22.14,67.23,166.5,312.93,511.56,741.51,921.15,1112.13,1237.77,1342.8,1352.32,4.6966
7465,25,30,35, 5.04,30.78,125.28,320.04,595.71,754.02,929.16,1054.98,1157.22,1245.96,1330.02,1341.21,6.93601
7465,25,30,48, 5.04,44.01,190.71,508.86,673.83,825.48,937.44,1030.77,1122.75,1202.94,1283.94,1295.04,9.62798
7465,25,30,60, 5.04,58.32,255.96,557.37,690.3,828.18,926.73,1005.39,1080.99,1165.86,1246.05,1256.83,11.7242
7465,25,50,10, 5.04,6.93,13.86,22.59,30.78,39.24,49.05,64.44,86.85,117.09,147.6,148.32,1.31493
7465,25,50,23, 5.04,13.68,27.09,53.82,99.81,174.78,267.3,372.24,506.43,651.24,774.72,778.25,3.0054
7465,25,50,35, 5.04,16.65,42.48,97.74,199.71,342.09,534.69,656.91,757.08,881.01,971.37,978.14,4.56463
7465,25,50,48, 5.04,20.79,62.19,155.43,320.94,538.02,646.29,741.42,848.07,923.4,986.13,994.51,6.20097
7465,25,50,60, 5.04,24.03,90.09,213.75,438.93,578.79,670.77,764.64,856.62,920.34,976.86,984.43,8.29344
7465,25,70,10, 5.04,5.22,9.63,14.13,20.16,25.65,31.41,37.53,43.83,50.49,59.94,59.80,1.02349
7465,25,70,23, 5.04,9.54,17.91,27.72,44.46,69.66,107.64,159.57,223.65,283.86,362.88,363.59,1.7622
7465,25,70,35, 5.04,11.7,23.22,44.1,81.45,139.59,216.54,316.71,449.37,577.8,656.1,659.17,2.85648
7465,25,70,48, 5.04,13.59,31.14,68.13,132.21,222.12,361.35,516.51,609.21,674.37,748.26,753.03,4.12999
7465,25,70,60, 5.04,15.3,39.42,96.75,177.03,309.33,470.61,567.81,638.46,701.73,775.44,781.05,5.49915
7465,25,90,10, 5.04,4.41,6.93,10.44,13.77,18.27,22.23,25.65,29.88,34.29,38.61,38.78,0.922478
7465,25,90,23, 5.04,7.56,13.68,19.98,26.73,36.72,53.64,73.08,100.8,133.92,177.66,177.99,1.34776
7465,25,90,35, 5.04,9.54,16.74,26.1,42.66,64.71,99.72,148.86,205.47,281.07,357.66,358.47,1.78281
7465,25,90,48, 5.04,11.16,20.34,36.72,63.54,109.8,158.76,238.59,340.02,466.11,553.86,555.14,2.60349
7465,25,90,60, 5.04,12.6,24.03,45,92.61,140.04,223.11,332.73,455.4,533.16,593.64,596.53,3.36116
7465,33,10,10, 5.04,28.53,81.81,184.32,351.45,546.57,774.72,1064.97,1364.13,1604.43,1814.85,1826.65,4.32224
7465,33,10,23, 5.04,90.27,382.86,835.11,1176.75,1385.1,1576.35,1763.37,1954.8,2189.16,2565.54,2591.46,9.26768
7465,33,10,35, 5.04,173.52,655.92,987.66,1191.42,1358.91,1523.7,1679.76,1830.87,2085.03,2417.85,2442.11,13.6494
7465,33,10,48, 5.04,249.48,709.02,962.46,1145.07,1297.89,1445.85,1584.18,1714.59,1930.05,2224.98,2250.47,18.157
7465,33,10,60, 5.04,327.42,709.29,931.41,1099.8,1238.4,1378.53,1513.26,1634.4,1807.56,2087.82,2111.22,21.7948
7465,33,30,10, 5.04,12.51,26.19,41.76,64.44,107.37,161.19,219.78,305.82,385.56,478.62,478.71,1.74901
7465,33,30,23, 5.04,22.86,72.45,190.89,357.21,585.45,806.67,1043.64,1192.5,1321.11,1421.37,1432.60,5.56133
7465,33,30,35, 5.04,32.94,141.39,368.64,643.68,819.27,995.85,1120.14,1223.46,1317.15,1407.69,1419.26,8.31407
7465,33,30,48, 5.04,47.61,222.03,557.37,720.54,887.13,992.25,1095.03,1192.32,1283.31,1373.04,1385.87,11.3948
7465,33,30,60, 5.04,62.28,298.98,592.83,738.72,882.09,978.75,1064.16,1156.32,1252.53,1338.75,1352.01,13.7948
7465,33,50,10, 5.04,7.47,14.94,23.67,32.04,41.58,51.48,70.2,94.5,130.77,162.36,162.72,1.43392
7465,33,50,23, 5.04,13.68,28.26,57.15,109.8,193.05,289.62,411.93,572.13,712.17,835.74,838.98,3.46886
