Seed,Temperature, Humidity, Wind,0,10,20,30,40,50,60,70,80,90,100,Total,Time
3335,10,70,23, 5.22,8.64,15.75,19.71,22.86,25.56,28.08,29.97,31.77,33.84,35.73,37.27,1.10926
3335,10,70,35, 5.22,10.26,16.65,18.99,20.61,22.95,25.02,26.55,27.9,29.61,30.96,32.24,1.44685
3335,10,70,48, 5.22,12.24,16.11,18.18,19.35,20.79,22.86,24.03,25.83,26.73,27.81,28.94,1.80081
3335,10,70,60, 5.22,12.87,15.75,17.19,18.54,19.53,21.24,22.5,23.85,25.2,26.1,27.05,2.11953
3335,10,90,10, 5.22,5.13,7.47,9.72,12.87,15.75,18.81,21.87,25.38,27.45,29.97,30.32,1.03978
3335,10,90,23, 5.22,7.11,11.7,16.74,19.62,21.69,24.03,26.01,27.72,29.52,30.69,31.91,1.04323
3335,10,90,35, 5.22,8.37,14.49,17.28,18.9,19.8,21.6,23.22,24.93,26.19,27.27,28.32,1.25303
3335,10,90,48, 5.22,9.54,14.85,16.65,18.09,18.99,19.98,21.15,22.77,23.85,24.84,25.76,1.55837
3335,10,90,60, 5.22,10.53,14.67,16.2,17.19,18.36,19.08,19.89,20.88,22.05,22.95,23.97,1.89283
3335,18,10,10, 5.22,22.59,40.05,59.4,77.49,94.05,111.24,131.4,152.37,173.7,196.2,201.17,1.32803
3335,18,10,23, 5.22,26.01,36.99,52.38,64.71,77.76,88.29,102.6,116.73,129.69,144.72,149.57,2.23277
3335,18,10,35, 5.22,23.49,31.59,39.78,50.67,59.31,68.76,76.5,84.06,92.7,102.96,107.07,2.96266
3335,18,10,48, 5.22,21.69,28.53,33.93,40.86,49.32,55.71,62.64,70.2,75.51,81.63,84.84,3.84279
3335,18,10,60, 5.22,20.16,26.73,31.14,35.91,41.49,48.6,53.82,59.4,64.98,71.01,74.12,4.47031
3335,18,30,10, 5.22,10.44,20.79,29.97,37.62,45.36,54.18,63.9,72.54,80.64,88.29,91.57,1.00493
3335,18,30,23, 5.22,17.73,25.38,30.6,35.28,41.22,48.51,55.26,60.57,66.87,73.53,76.52,1.65194
3335,18,30,35, 5.22,17.46,22.95,27.27,30.78,34.02,38.07,42.66,48.24,52.38,56.25,58.51,2.3683
3335,18,30,48, 5.22,17.01,20.7,25.11,27.81,30.51,32.94,36,39.15,43.02,47.25,49.39,2.75961
3335,18,30,60, 5.22,16.56,19.44,23.13,26.01,27.9,29.97,32.22,34.2,36.9,39.24,41.21,3.59775
3335,18,50,10, 5.22,7.47,12.87,18.9,25.56,29.97,34.92,39.24,43.83,49.32,54.45,56.09,1.05549
3335,18,50,23, 5.22,11.79,19.71,23.85,27.72,30.69,33.66,36.45,40.05,44.19,48.96,51.10,1.34266
3335,18,50,35, 5.22,14.76,18.99,21.6,24.93,27.27,29.52,31.68,33.48,35.82,38.25,40.04,1.81371
3335,18,50,48, 5.22,14.85,18.18,20.07,22.86,25.29,26.73,28.08,30.06,31.59,33.12,34.77,2.22862
3335,18,50,60, 5.22,14.58,17.19,19.08,20.88,23.13,24.93,26.55,27.72,28.89,30.51,31.68,3.03506
3335,18,70,10, 5.22,5.85,9.27,12.96,17.01,21.6,26.19,29.07,32.13,35.37,38.61,39.66,1.03409
3335,18,70,23, 5.22,8.73,16.11,19.8,23.22,25.74,28.35,29.97,32.04,34.11,36.45,37.74,1.19835
3335,18,70,35, 5.22,10.62,16.65,18.99,20.97,23.13,25.38,26.82,28.08,29.97,31.23,32.57,1.48938
3335,18,70,48, 5.22,12.33,16.29,18.18,19.35,21.06,22.86,24.39,26.1,26.91,27.81,29.17,1.87989
3335,18,70,60, 5.22,12.87,15.84,17.28,18.72,19.71,21.51,22.68,24.12,25.47,26.28,27.25,2.20542
3335,18,90,10, 5.22,5.13,7.47,9.99,12.96,15.84,18.99,22.23,25.74,27.81,30.33,30.80,1.0225
3335,18,90,23, 5.22,7.2,11.88,16.92,19.8,21.96,24.3,26.01,28.26,29.61,30.87,32.09,1.0276
3335,18,90,35, 5.22,8.37,14.67,17.28,18.99,19.98,21.51,23.31,25.02,26.28,27.45,28.48,1.31578
3335,18,90,48, 5.22,9.63,14.94,16.74,18.18,18.99,20.34,21.42,22.86,24.03,25.29,26.07,1.57686
3335,18,90,60, 5.22,10.62,14.67,16.2,17.19,18.45,19.17,19.98,21.24,22.05,23.13,24.15,1.81499
3335,25,10,10, 5.22,23.22,41.13,62.55,81.45,98.82,117.63,139.95,161.91,185.22,208.17,213.33,1.39822
3335,25,10,23, 5.22,26.64,38.7,54.54,68.04,80.37,92.07,107.64,122.58,136.71,152.82,157.63,2.29363
3335,25,10,35, 5.22,24.39,32.22,41.49,52.2,61.56,71.73,79.11,87.57,98.64,108.99,113.28,3.04026
3335,25,10,48, 5.22,22.14,28.89,35.01,42.57,51.21,57.6,65.61,72.72,78.48,84.69,88.31,3.90198
3335,25,10,60, 5.22,20.43,27.18,31.86,36.99,44.19,50.58,55.89,61.74,68.49,73.8,76.69,4.84257
3335,25,30,10, 5.22,10.8,21.69,30.51,38.52,46.53,55.89,65.25,74.79,82.53,90.9,94.01,1.1361
3335,25,30,23, 5.22,18,25.74,30.87,36.09,42.39,50.31,56.61,62.73,68.85,75.15,78.42,1.6153
3335,25,30,35, 5.22,17.55,23.04,27.54,31.23,34.83,38.79,44.37,49.41,53.28,57.42,59.87,2.42016
3335,25,30,48, 5.22,17.1,20.97,25.38,27.81,31.23,33.48,36.72,40.05,44.64,48.51,50.55,2.88735
3335,25,30,60, 5.22,16.65,19.71,23.31,26.28,28.26,30.69,33.03,35.28,37.98,41.13,42.77,3.52994
3335,25,50,10, 5.22,7.47,12.87,19.08,25.92,30.51,35.28,39.96,44.91,50.31,55.62,57.40,1.10423
3335,25,50,23, 5.22,12.24,19.8,23.94,28.26,30.78,34.02,37.08,40.77,44.91,50.13,52.20,1.33583
3335,25,50,35, 5.22,14.76,18.99,21.96,25.29,27.45,29.88,31.86,33.93,36.36,38.88,40.73,1.7986
3335,25,50,48, 5.22,14.94,18.18,20.25,22.86,25.29,26.91,28.44,30.24,31.77,33.48,35.18,2.31827
3335,25,50,60, 5.22,14.67,17.28,19.17,21.42,23.31,25.29,26.64,27.81,29.16,30.78,32.02,2.69918
3335,25,70,10, 5.22,5.85,9.45,13.14,17.37,21.87,26.19,29.43,32.49,35.64,39.06,40.22,0.972224
3335,25,70,23, 5.22,8.91,16.38,20.07,23.13,26.01,28.62,30.42,32.22,34.38,36.54,38.16,1.12001
3335,25,70,35, 5.22,10.71,16.74,19.08,20.88,23.22,25.47,26.91,28.35,30.06,31.77,32.80,1.53729
3335,25,70,48, 5.22,12.51,16.47,18.18,19.35,21.42,22.86,24.57,26.1,27.18,28.08,29.35,1.95786
3335,25,70,60, 5.22,12.87,16.02,17.46,18.81,19.89,21.69,22.77,24.12,25.47,26.55,27.42,2.31912
3335,25,90,10, 5.22,5.13,7.47,9.99,13.05,16.02,19.35,22.59,26.19,28.17,30.51,31.19,0.961719
3335,25,90,23, 5.22,7.2,12.06,17.1,19.8,22.41,24.39,26.19,28.44,29.79,31.14,32.35,1.16124
3335,25,90,35, 5.22,8.37,14.94,17.28,18.99,20.34,22.05,23.58,25.38,26.37,27.45,28.64,1.29846
3335,25,90,48, 5.22,9.81,14.94,16.83,18.18,19.17,20.25,21.24,22.86,24.03,25.47,26.10,1.71615
3335,25,90,60, 5.22,10.62,14.67,16.2,17.28,18.54,19.26,20.25,20.97,22.23,23.22,24.26,1.91951
3335,33,10,10, 5.22,25.38,43.92,66.33,86.76,104.67,125.91,150.3,174.06,199.35,223.83,229.49,1.57558
3335,33,10,23, 5.22,27.99,40.59,57.15,71.82,83.7,98.19,115.2,129.78,147.06,162.54,167.72,2.42312
3335,33,10,35, 5.22,24.93,33.39,44.19,54.9,65.43,74.97,83.34,92.97,104.49,115.83,120.60,3.28964
3335,33,10,48, 5.22,22.77,29.79,36.72,45.81,53.01,60.93,69.21,75.87,82.35,89.19,92.92,4.0856
3335,33,10,60, 5.22,21.24,27.81,32.67,38.34,46.62,52.47,58.41,65.07,71.91,76.86,79.85,5.03711
3335,33,30,10, 5.22,11.52,22.68,31.14,39.87,48.69,58.23,67.77,77.31,86.22,93.69,97.01,1.0603
3335,33,30,23, 5.22,18.09,26.01,31.59,36.9,43.47,51.66,58.05,64.44,71.37,77.31,80.36,1.82703
3335,33,30,35, 5.22,17.82,23.31,27.9,31.77,35.55,40.05,45.72,50.67,54.81,59.22,61.68,2.34302
3335,33,30,48, 5.22,17.1,21.24,25.74,28.26,31.59,34.29,37.53,41.22,46.08,49.59,51.82,3.13891
3335,33,30,60, 5.22,16.83,20.07,23.67,26.64,28.8,31.59,33.48,36.18,38.88,42.3,44.36,3.76576
3335,33,50,10, 5.22,7.47,13.05,19.62,26.37,30.87,35.73,40.68,45.81,51.39,57.15,58.95,0.99343
3335,33,50,23, 5.22,12.24,20.07,24.66,28.62,31.41,34.38,37.98,41.76,46.17,51.39,53.56,1.51898
3335,33,50,35, 5.22,15.12,19.08,22.14,25.47,27.72,30.15,32.22,34.29,37.08,39.69,41.45,1.96513
3335,33,50,48, 5.22,15.03,18.27,20.25,22.86,25.65,27.18,28.89,30.78,32.49,34.11,35.67,2.42329
3335,33,50,60, 5.22,14.67,17.46,19.17,21.51,23.67,25.56,26.82,27.99,29.52,31.41,32.46,2.9563
3335,33,70,10, 5.22,5.85,9.45,13.23,17.82,22.59,26.64,29.97,33.12,36,39.87,41.00,0.978721
3335,33,70,23, 5.22,9,16.65,20.07,23.4,26.01,28.89,30.69,32.58,34.83,36.99,38.70,1.18753
3335,33,70,35, 5.22,11.07,16.83,19.17,21.06,23.31,25.56,27.18,28.44,30.42,31.86,33.10,1.62261
3335,33,70,48, 5.22,12.51,16.47,18.27,19.71,21.6,23.31,24.93,26.37,27.36,28.26,29.63,2.03835
3335,33,70,60, 5.22,13.05,16.2,17.55,18.81,20.07,21.78,22.95,24.21,25.56,26.64,27.61,2.36638
3335,33,90,10, 5.22,5.13,7.47,10.17,13.14,16.56,19.71,23.13,26.28,28.71,30.78,31.67,0.982584
3335,33,90,23, 5.22,7.2,12.33,17.37,20.07,22.41,24.57,26.28,28.53,29.88,31.14,32.62,1.0505
3335,33,90,35, 5.22,8.37,15.03,17.46,19.08,20.52,22.41,23.76,25.47,26.55,27.63,28.81,1.36697
3335,33,90,48, 5.22,9.9,15.03,16.83,18.18,19.17,20.25,21.42,22.86,24.03,25.47,26.28,1.65051
3335,33,90,60, 5.22,11.25,14.67,16.47,17.46,18.54,19.26,20.34,21.15,22.5,23.49,24.41,2.03257
3335,40,10,10, 5.22,26.64,46.62,70.11,90.9,110.97,135.45,159.93,186.66,212.49,239.58,245.49,1.53442
3335,40,10,23, 5.22,28.89,42.39,59.22,75.24,87.93,104.4,121.68,137.43,155.52,171.9,177.37,2.57315
3335,40,10,35, 5.22,25.56,34.38,46.8,57.06,68.13,77.94,87.03,98.82,110.97,122.31,126.65,3.24985
3335,40,10,48, 5.22,23.31,30.78,37.98,47.79,55.62,63.81,72.45,78.93,85.95,94.5,98.58,4.46048
3335,40,10,60, 5.22,21.96,28.26,33.66,40.14,48.42,54.99,61.29,68.85,74.25,79.92,83.33,5.17578
3335,40,30,10, 5.22,12.15,23.22,32.22,40.68,50.22,60.48,70.38,79.92,88.02,96.66,99.67,1.11154
3335,40,30,23, 5.22,18.9,26.37,32.13,37.8,44.91,53.01,59.22,66.15,73.35,78.93,82.11,1.93632
3335,40,30,35, 5.22,18.27,24.12,28.35,32.22,36.18,40.95,47.16,51.84,56.25,60.57,63.34,2.50215
3335,40,30,48, 5.22,17.28,21.6,26.1,28.8,31.77,35.19,38.61,42.03,47.25,50.67,53.03,3.41344
3335,40,30,60, 5.22,16.83,20.52,24.12,26.82,29.25,31.59,34.47,37.08,39.87,44.19,46.27,3.79912
3335,40,50,10, 5.22,7.47,13.32,20.25,26.73,31.59,36.36,41.22,47.07,52.47,58.5,60.57,1.01101
3335,40,50,23, 5.22,12.6,20.07,24.84,28.89,31.86,35.01,38.52,42.75,47.79,52.38,54.53,1.47214
3335,40,50,35, 5.22,15.21,19.17,22.41,25.83,27.9,30.51,32.22,35.1,37.62,40.23,42.21,2.20138
3335,40,50,48, 5.22,15.21,18.54,20.43,23.4,25.83,27.36,29.07,31.32,32.67,34.47,36.16,2.65785
3335,40,50,60, 5.22,14.67,17.55,19.44,21.87,23.85,25.74,27,28.44,30.15,31.59,32.80,3.09222
3335,40,70,10, 5.22,5.85,9.54,13.5,18.18,22.86,27,30.42,33.66,36.9,40.23,41.59,1.03111
3335,40,70,23, 5.22,9.18,16.65,20.16,23.4,26.19,28.98,30.78,33.03,35.19,37.35,39.02,1.28801
3335,40,70,35, 5.22,11.25,17.01,19.17,21.06,23.58,25.92,27.45,28.89,30.6,32.13,33.39,1.60826
3335,40,70,48, 5.22,12.6,16.47,18.54,19.8,21.42,23.4,25.2,26.46,27.63,28.62,29.82,2.1459
3335,40,70,60, 5.22,13.23,16.2,17.64,18.9,20.25,21.87,23.13,24.3,25.92,26.73,27.78,2.63433
3335,40,90,10, 5.22,5.13,7.47,10.35,13.23,16.65,20.07,23.4,26.64,29.07,31.32,32.01,0.992625
3335,40,90,23, 5.22,7.29,12.51,17.46,20.07,22.77,24.84,26.55,28.8,30.06,31.5,32.91,1.08386
3335,40,90,35, 5.22,8.37,15.12,17.46,19.17,20.52,21.96,23.94,25.47,26.82,27.72,28.95,1.41487
3335,40,90,48, 5.22,9.9,15.12,16.92,18.27,19.35,20.34,21.51,22.95,24.39,25.74,26.47,1.73438
3335,40,90,60, 5.22,11.52,14.67,16.47,17.55,18.54,19.62,20.7,21.87,22.95,23.76,24.82,2.05289
3454,10,10,10, 5.04,24.84,44.73,61.2,77.49,94.77,113.76,134.46,158.67,182.16,203.04,208.27,1.17587
3454,10,10,23, 5.04,30.6,41.85,53.19,63.72,74.52,87.39,99.27,112.05,130.86,144.63,148.96,2.04671
3454,10,10,35, 5.04,27.45,36.27,43.56,51.93,58.68,66.33,73.44,82.62,90.9,98.46,101.37,2.79186
3454,10,10,48, 5.04,25.38,33.03,38.88,43.92,50.49,56.34,61.74,67.05,72.36,79.29,81.47,3.12495
3454,10,10,60, 5.04,24.21,30.87,35.73,39.78,44.37,49.68,54.18,58.95,63.45,67.59,69.92,3.82989
3454,10,30,10, 5.04,10.89,23.22,34.92,43.02,50.13,57.96,65.79,73.89,82.35,89.28,92.12,0.981441
3454,10,30,23, 5.04,18.9,29.79,35.64,40.68,45.36,51.12,56.25,61.65,66.78,71.37,73.61,1.38916
3454,10,30,35, 5.04,19.8,27.09,31.68,35.19,38.88,42.66,45.72,50.04,53.46,56.88,58.94,2.00676
3454,10,30,48, 5.04,18.99,25.11,28.98,32.4,35.1,37.8,40.14,42.93,45.9,48.69,50.34,2.49122
3454,10,30,60, 5.04,18.54,23.76,26.91,30.06,32.76,34.74,37.53,39.24,41.13,43.38,44.44,2.80969
3454,10,50,10, 5.04,7.02,13.14,20.7,28.53,35.01,39.87,44.64,49.14,53.91,58.5,60.05,1.08396
3454,10,50,23, 5.04,11.7,22.59,28.8,32.4,35.64,38.79,41.94,44.55,48.6,51.84,53.26,1.20927
3454,10,50,35, 5.04,14.22,22.23,26.01,29.16,31.77,33.93,36.45,38.52,40.23,42.57,43.71,1.54446
3454,10,50,48, 5.04,14.85,20.7,24.39,26.82,29.16,31.32,33.21,34.56,36.45,38.16,39.07,1.82277
3454,10,50,60, 5.04,15.03,19.35,22.86,25.29,27,29.07,30.96,32.4,33.66,34.83,36.16,2.41976
3454,10,70,10, 5.04,5.13,9.18,13.86,18.99,24.21,29.25,34.2,37.8,41.49,44.28,45.19,0.939764
3454,10,70,23, 5.04,8.82,15.93,23.04,27.45,30.33,32.94,35.1,37.17,39.15,41.31,42.57,1.02307
3454,10,70,35, 5.04,10.62,17.64,22.32,25.11,27.36,29.52,31.32,33.12,34.47,36.18,37.17,1.26521
3454,10,70,48, 5.04,12.6,17.37,20.88,23.58,25.38,27.09,28.53,30.15,31.68,32.76,33.79,1.61518
3454,10,70,60, 5.04,13.23,17.19,19.35,21.96,24.03,25.38,26.82,28.17,29.52,30.78,31.58,1.97963
3454,10,90,10, 5.04,4.32,7.02,9.72,13.59,17.55,20.97,25.29,28.89,33.3,35.91,36.41,1.02583
3454,10,90,23, 5.04,6.75,11.61,17.55,22.59,26.55,28.98,31.23,32.76,34.38,36,37.04,0.992735
3454,10,90,35, 5.04,8.28,14.22,18.99,22.32,24.39,26.28,27.81,29.52,31.05,32.4,33.09,1.14716
3454,10,90,48, 5.04,9.81,14.85,18.54,20.88,22.86,24.3,25.65,26.91,27.99,29.43,30.25,1.3336
3454,10,90,60, 5.04,11.16,14.67,17.73,19.26,21.33,23.13,24.21,25.29,26.28,27.63,28.18,1.65027
3454,18,10,10, 5.04,26.28,46.44,63.27,82.44,100.35,120.24,145.62,171.27,194.04,217.17,222.69,1.11946
3454,18,10,23, 5.04,31.59,42.93,55.17,66.42,77.58,91.71,103.95,122.13,138.51,153.36,158.15,2.39537
3454,18,10,35, 5.04,28.17,37.35,44.73,53.28,61.2,68.58,76.68,86.58,95.22,103.05,106.07,3.20416
3454,18,10,48, 5.04,25.92,33.57,39.6,45.63,52.38,57.96,63.81,69.75,75.33,83.25,85.71,3.52775
3454,18,10,60, 5.04,24.39,31.59,36.45,41.13,46.53,51.66,56.7,61.2,65.88,70.11,72.65,3.95874
3454,18,30,10, 5.04,11.52,23.85,35.73,43.83,51.75,59.4,67.32,76.23,84.87,92.79,95.23,0.96426
3454,18,30,23, 5.04,19.08,30.24,36,41.22,46.26,52.11,57.51,63,67.77,73.26,75.53,1.63276
3454,18,30,35, 5.04,20.34,27.36,32.49,35.91,39.78,43.11,46.98,51.03,54.9,58.32,60.22,2.15708
3454,18,30,48, 5.04,19.26,25.29,29.52,32.76,35.55,38.34,40.95,43.56,46.71,49.86,51.38,2.46492
3454,18,30,60, 5.04,18.63,24.03,27.63,30.51,33.21,35.64,37.62,39.69,41.85,43.92,45.20,3.00192
3454,18,50,10, 5.04,7.02,13.5,21.06,28.98,35.91,41.22,45.63,50.22,55.17,59.76,61.39,1.06047
3454,18,50,23, 5.04,11.97,22.95,28.98,32.85,36,39.15,42.3,45.27,49.23,52.29,54.13,1.24212
3454,18,50,35, 5.04,14.4,22.32,26.28,29.52,32.4,34.47,36.81,38.79,40.86,43.2,44.21,1.64311
3454,18,50,48, 5.04,14.85,20.97,24.39,27,29.52,31.59,33.3,35.1,36.99,38.61,39.47,2.0135
3454,18,50,60, 5.04,15.12,19.35,23.31,25.38,27.72,29.52,31.05,32.76,34.02,35.73,36.52,2.48338
3454,18,70,10, 5.04,5.22,9.36,14.22,19.62,24.57,30.15,34.83,38.61,42.3,44.73,45.90,1.04461
3454,18,70,23, 5.04,8.82,16.2,23.4,27.54,30.96,33.21,35.55,37.44,40.05,42.12,42.99,1.11001
3454,18,70,35, 5.04,10.98,17.82,22.41,25.56,27.63,29.7,31.5,33.3,34.65,36.45,37.48,1.40077
3454,18,70,48, 5.04,12.6,17.55,21.15,23.85,25.65,27.27,28.89,30.51,31.77,33.21,34.01,1.72038
3454,18,70,60, 5.04,13.32,17.1,19.62,22.41,24.12,25.65,26.82,28.35,29.79,30.87,31.80,1.97138
3454,18,90,10, 5.04,4.32,7.2,9.9,14.04,17.82,21.6,26.01,29.52,33.57,36.54,36.87,1.01247
3454,18,90,23, 5.04,6.84,11.79,17.73,23.31,26.82,29.16,31.32,33.03,34.74,36.09,37.35,0.991264
3454,18,90,35, 5.04,8.46,14.49,19.08,22.32,24.48,26.28,27.99,29.61,31.14,32.49,33.29,1.1442
3454,18,90,48, 5.04,9.9,14.85,18.54,20.88,23.04,24.3,25.83,27.09,28.17,29.61,30.46,1.37199
3454,18,90,60, 5.04,11.25,14.94,17.91,19.44,21.42,23.13,24.3,25.38,26.46,27.63,28.34,1.67559
3454,25,10,10, 5.04,27.99,48.51,66.15,86.13,106.56,128.07,155.43,181.35,205.38,231.3,236.94,1.36353
3454,25,10,23, 5.04,32.04,44.28,56.88,68.49,81.81,96.03,109.26,130.05,146.34,162.81,167.19,2.1521
3454,25,10,35, 5.04,29.07,38.07,46.35,55.62,63.27,71.37,81,90.81,99.45,110.61,113.85,3.20585
3454,25,10,48, 5.04,26.55,34.29,40.5,47.07,53.73,60.12,66.42,72.09,79.47,86.76,89.64,3.50201
3454,25,10,60, 5.04,24.84,32.04,37.53,42.12,47.61,53.1,57.96,63,68.04,72.72,75.16,4.08801
3454,25,30,10, 5.04,11.7,24.75,37.17,44.73,53.1,61.38,69.48,78.21,87.3,96.21,98.39,0.990781
3454,25,30,23, 5.04,19.35,30.96,36.45,42.12,47.52,53.73,58.95,64.53,69.48,75.33,77.27,1.63939
3454,25,30,35, 5.04,20.61,27.63,32.85,36.54,40.05,43.65,48.06,52.02,56.16,59.49,61.40,1.99186
3454,25,30,48, 5.04,19.53,25.65,29.79,33.3,36,38.88,41.31,44.01,47.52,50.94,52.39,2.53532
3454,25,30,60, 5.04,18.72,24.21,27.99,30.96,33.39,35.73,38.52,40.23,42.48,44.82,45.98,3.17849
3454,25,50,10, 5.04,7.29,14.13,21.87,30.06,36.81,42.03,46.44,51.12,56.25,61.38,62.56,1.02001
3454,25,50,23, 5.04,12.33,23.67,29.25,33.12,36.45,39.78,42.84,45.81,49.95,53.37,54.83,1.3005
3454,25,50,35, 5.04,14.49,22.41,26.28,29.7,32.76,34.56,37.26,39.15,41.22,43.56,44.68,1.73508
3454,25,50,48, 5.04,15.03,20.97,24.48,27.27,29.7,31.86,33.57,35.37,37.44,38.97,39.87,2.14224
3454,25,50,60, 5.04,15.21,19.71,23.31,25.74,27.9,29.88,31.59,32.94,34.38,35.73,36.85,2.43345
3454,25,70,10, 5.04,5.31,9.36,14.49,19.89,25.29,31.05,35.01,38.88,42.48,45.54,46.50,0.991006
3454,25,70,23, 5.04,8.91,16.47,23.67,28.08,31.23,33.57,35.64,38.07,40.14,42.21,43.43,1.11282
3454,25,70,35, 5.04,11.07,18,22.59,25.65,27.9,29.79,31.86,33.48,34.83,36.72,37.76,1.36102
3454,25,70,48, 5.04,12.96,17.73,21.42,23.85,25.65,27.72,29.16,30.87,32.04,33.21,34.23,1.7787
3454,25,70,60, 5.04,13.5,17.19,19.8,22.32,24.21,25.65,27,28.35,29.88,30.87,32.00,2.07796
3454,25,90,10, 5.04,4.41,7.2,10.26,14.22,17.91,22.05,26.19,30.33,34.02,36.99,37.24,0.964172
3454,25,90,23, 5.04,6.93,12.15,18,23.4,26.91,29.25,31.68,33.3,34.92,36.54,37.54,1.0657
3454,25,90,35, 5.04,8.55,14.49,19.26,22.41,24.66,26.64,28.17,29.7,31.23,32.76,33.49,1.18902
3454,25,90,48, 5.04,9.9,15.03,18.72,21.24,23.22,24.57,26.01,27.36,28.35,29.7,30.66,1.434
3454,25,90,60, 5.04,11.16,15.12,18.18,19.71,21.78,23.22,24.3,25.65,26.64,27.9,28.48,1.86253
3454,33,10,10, 5.04,29.61,50.67,70.29,90.45,113.4,139.95,168.75,194.04,220.32,250.56,256.71,1.25338
3454,33,10,23, 5.04,33.03,45.54,59.49,72.09,87.03,100.8,119.7,138.69,155.97,173.34,178.32,2.41052
3454,33,10,35, 5.04,29.61,38.88,48.24,57.33,66.33,74.25,85.23,95.22,104.49,120.33,124.13,3.63131
3454,33,10,48, 5.04,27.18,35.19,41.67,48.87,56.25,62.37,68.94,75.69,83.88,91.35,94.38,3.59751
3454,33,10,60, 5.04,25.29,32.76,38.52,43.56,49.68,55.35,60.66,65.88,70.83,77.13,79.53,4.61127
3454,33,30,10, 5.04,12.24,26.28,37.98,46.35,54.45,62.73,71.91,81.72,89.55,99.36,101.95,1.02134
3454,33,30,23, 5.04,20.61,31.41,37.17,42.84,49.05,55.08,60.12,66.15,71.37,77.22,79.36,1.6404
3454,33,30,35, 5.04,20.97,28.08,33.12,37.26,40.86,44.46,49.05,53.1,56.88,60.84,62.77,2.23068
3454,33,30,48, 5.04,19.62,25.92,30.15,33.48,36.63,39.6,42.3,45.36,48.69,51.84,53.53,2.773
3454,33,30,60, 5.04,19.08,24.39,28.08,31.5,33.75,36.27,38.88,41.04,43.38,46.08,47.42,3.25957
3454,33,50,10, 5.04,7.56,14.67,22.59,31.32,37.62,42.66,47.34,52.2,57.06,62.28,63.86,0.978282
3454,33,50,23, 5.04,12.33,24.03,29.52,33.57,36.99,40.14,43.56,46.53,50.67,54.36,55.76,1.46719
3454,33,50,35, 5.04,14.67,22.59,26.82,30.06,32.85,34.83,37.8,39.78,41.94,44.01,45.26,1.71527
3454,33,50,48, 5.04,15.3,21.42,24.84,27.72,29.88,32.13,33.84,35.73,37.53,39.15,40.32,2.2868
3454,33,50,60, 5.04,15.93,20.07,23.76,25.74,27.99,29.97,31.77,33.39,34.74,36.09,37.21,2.70441
3454,33,70,10, 5.04,5.31,9.36,14.94,20.16,26.1,31.77,35.82,39.15,43.02,46.26,47.20,1.02388
3454,33,70,23, 5.04,9.09,17.01,24.3,28.53,31.41,33.57,36,38.43,40.77,42.84,43.86,1.23482
3454,33,70,35, 5.04,11.52,18.36,22.68,25.92,27.99,30.42,32.4,33.66,35.28,37.17,38.09,1.44884
3454,33,70,48, 5.04,13.14,17.82,21.6,23.85,25.83,27.72,29.43,31.05,32.31,33.39,34.47,1.74536
3454,33,70,60, 5.04,13.59,17.37,20.07,22.5,24.3,25.92,27.63,28.53,29.97,31.32,32.24,2.16012
3454,33,90,10, 5.04,4.41,7.38,10.8,14.4,18.27,22.5,26.37,31.14,34.29,37.44,37.70,1.05
